5	2.7527894
10	2.7527894
15	2.73221365
20	2.72535506
25	2.7163142
30	2.70727334
35	2.700103
40	2.68887986
45	2.68202128
50	2.67266866
55	2.66830411
60	2.65926325
65	2.65240466
70	2.6433638
75	2.63650522
80	2.63182891
85	2.62278805
90	2.61811174
95	2.61125315
100	2.60439457
105	2.59535371
110	2.5906774
115	2.58631285
120	2.57696023
125	2.57010165
130	2.56324306
135	2.55887851
140	2.55201992
145	2.54516134
150	2.53830275
155	2.53144417
160	2.52458558
165	2.517727
170	2.51086841
175	2.50650386
180	2.50182755
185	2.49496897
190	2.49029266
195	2.48374583
200	2.47657549
205	2.47002866
210	2.46317008
215	2.45849377
220	2.44914115
225	2.44727063
230	2.43791801
235	2.43355346
240	2.42669488
245	2.41983629
250	2.41515998
255	2.41079543
260	2.40144281
265	2.39926054
270	2.3920902
275	2.38772564
280	2.38336109
285	2.37619075
290	2.36964392
295	2.36496761
300	2.36060306
305	2.35374447
310	2.34906817
315	2.34439186
320	2.33753327
325	2.33316872
330	2.32631014
335	2.32163383
340	2.31726927
345	2.31259297
350	2.30573438
355	2.30105807
360	2.29669352
365	2.29201721
370	2.28515863
375	2.2826646
380	2.27830004
385	2.27144146
390	2.26925918
395	2.26208884
400	2.25772429
405	2.25117746
410	2.2461894
415	2.24431887
420	2.23746029
425	2.23278398
430	2.2306017
435	2.22374312
440	2.21906681
445	2.21688453
450	2.2097142
455	2.20753192
460	2.20067333
465	2.19849106
470	2.1941265
475	2.18726792
480	2.18477389
485	2.18009758
490	2.17822706
495	2.16887444
500	2.16450989
505	2.16232761
510	2.1576513
515	2.152975
520	2.15079272
525	2.14611641
530	2.13925783
535	2.13707555
540	2.13021696
545	2.12772293
550	2.12335838
555	2.11868207
560	2.11182349
565	2.11182349
570	2.1049649
575	2.10309438
580	2.09810632
585	2.09374176
590	2.08906546
595	2.08688318
600	2.08220687
605	2.07784232
610	2.07316601
615	2.06880146
620	2.06412515
625	2.06163112
630	2.05726656
635	2.05726656
640	2.05040798
645	2.04791395
650	2.04386115
655	2.03887309
660	2.03669081
665	2.0320145
670	2.02733819
675	2.02297364
680	2.02079136
685	2.01829733
690	2.0117505
695	2.00956823
700	2.00458016
705	2.00021561
710	1.99772158
715	1.99117475
720	1.99086299
725	1.98649844
730	1.98182213
735	1.97963986
740	1.97496355
745	1.97059899
750	1.96810496
755	1.96374041
760	1.96124638
765	1.9590641
770	1.95220552
775	1.94784096
780	1.94534693
785	1.94316466
790	1.93848835
795	1.93848835
800	1.93162976
805	1.93162976
810	1.92726521
815	1.92040662
820	1.92040662
825	1.91573032
830	1.91136576
835	1.91136576
840	1.90450718
845	1.90201315
850	1.89764859
855	1.89546632
860	1.89297229
865	1.88829598
870	1.8861137
875	1.88143739
880	1.88143739
885	1.87707284
890	1.87489056
895	1.87021425
900	1.86803198
905	1.86335567
910	1.86117339
915	1.85649709
920	1.85431481
925	1.8496385
930	1.84745622
935	1.84496219
940	1.84059764
945	1.83841536
950	1.83560958
955	1.83155678
960	1.82906275
965	1.82688047
970	1.82500995
975	1.82002189
980	1.81783961
985	1.81534558
990	1.81285155
995	1.80848699
1000	1.80848699
1005	1.80412244
1010	1.79944613
1015	1.79726385
1020	1.79726385
1025	1.79508158
1030	1.78822299
1035	1.78822299
1040	1.78354668
1045	1.78136441
1050	1.77887038
1055	1.77637635
1060	1.77201179
1065	1.76982952
1070	1.76764724
1075	1.76297093
1080	1.76078865
1085	1.76078865
1090	1.75580059
1095	1.75393007
1100	1.75174779
1105	1.74925376
1110	1.74925376
1115	1.74488921
1120	1.73990115
1125	1.73803062
1130	1.73553659
1135	1.73335432
1140	1.72867801
1145	1.72867801
1150	1.72431345
1155	1.72181942
1160	1.71963715
1165	1.71745487
1170	1.71246681
1175	1.71059628
1180	1.70841401
1185	1.70591998
1190	1.70342595
1195	1.7037377
1200	1.69874964
1205	1.69656736
1210	1.69469684
1215	1.69220281
1220	1.68565598
1225	1.68565598
1230	1.68316195
1235	1.68316195
1240	1.67848564
1245	1.67879739
1250	1.67412108
1255	1.67162705
1260	1.66944478
1265	1.6672625
1270	1.66258619
1275	1.66040391
1280	1.65790988
1285	1.65354533
1290	1.66040391
1295	1.65572761
1300	1.65136305
