1.9792 	0.3827 
2.0000 	0.3759 
2.0208 	0.3715 
2.0417 	0.3646 
2.0625 	0.3622 
2.0833 	0.3603 
2.1042 	0.3584 
2.1250 	0.3540 
2.1458 	0.3540 
2.1667 	0.3516 
2.1875 	0.3522 
2.2083 	0.3497 
2.2292 	0.3547 
2.2500 	0.3547 
2.2708 	0.3553 
2.2917 	0.3597 
2.3125 	0.3622 
2.3333 	0.3646 
2.3542 	0.3690 
2.3750 	0.3646 
2.3958 	0.3665 
2.4167 	0.3671 
2.4375 	0.3696 
2.4583 	0.3671 
2.4792 	0.3646 
2.5000 	0.3653 
2.5208 	0.3603 
2.5417 	0.3584 
2.5625 	0.3559 
2.5833 	0.3559 
2.6042 	0.3565 
2.6250 	0.3516 
2.6458 	0.3516 
2.6667 	0.3497 
2.6875 	0.3516 
2.7083 	0.3516 
2.7292 	0.3497 
2.7500 	0.3565 
4.6875 	0.3578 
4.7083 	0.3466 
4.7292 	0.3372 
4.7708 	0.8753 
4.7917 	0.7581 
4.8125 	0.7163 
4.8333 	0.6920 
4.8542 	0.6783 
4.8750 	0.6689 
4.8958 	0.6602 
4.9167 	0.6552 
4.9375 	0.6515 
4.9583 	0.6465 
4.9792 	0.6446 
5.0000 	0.6402 
5.0208 	0.6359 
5.0417 	0.6340 
5.0625 	0.6321 
5.0833 	0.6296 
5.1042 	0.6278 
5.1250 	0.6278 
5.1458 	0.6253 
5.1667 	0.6259 
5.1875 	0.6234 
5.2083 	0.6259 
5.2292 	0.6240 
5.2500 	0.6259 
5.2708 	0.6265 
5.2917 	0.6290 
5.3125 	0.6290 
5.3333 	0.6265 
5.3542 	0.6271 
5.3750 	0.6265 
5.3958 	0.6247 
5.4167 	0.6271 
5.4375 	0.6271 
5.4583 	0.6271 
5.4792 	0.6271 
5.5000 	0.6296 
5.5208 	0.6296 
5.5417 	0.6271 
5.5625 	0.6296 
5.5833 	0.6321 
5.6042 	0.6321 
5.6250 	0.6321 
5.6458 	0.6346 
5.6667 	0.6346 
5.6875 	0.6346 
5.7083 	0.6321 
5.7292 	0.6346 
5.7500 	0.6321 
5.7708 	0.6346 
5.7917 	0.6346 
5.8125 	0.6346 
5.8333 	0.6346 
5.8542 	0.6346 
5.8750 	0.6328 
5.8958 	0.6346 
5.9167 	0.6328 
5.9375 	0.6259 
5.9583 	0.6259 
5.9792 	0.6303 
6.0000 	0.6303 
6.0208 	0.6284 
6.0417 	0.6303 
6.0625 	0.6259 
6.0833 	0.6278 
6.1042 	0.6303 
6.1250 	0.6303 
6.1458 	0.6328 
6.1667 	0.6328 
6.1875 	0.6328 
6.2083 	0.6353 
6.2292 	0.6353 
6.2500 	0.6346 
6.2708 	0.6346 
6.2917 	0.6353 
6.3125 	0.6371 
6.3333 	0.6371 
6.3542 	0.6371 
6.3750 	0.6371 
6.3958 	0.6396 
6.4167 	0.6371 
6.4375 	0.6371 
6.4583 	0.6396 
6.4792 	0.6421 
6.5000 	0.6396 
6.5208 	0.6421 
6.5417 	0.6396 
6.5625 	0.6421 
6.5833 	0.6440 
6.6042 	0.6440 
6.6250 	0.6440 
6.6458 	0.6465 
6.6667 	0.6490 
6.6875 	0.6490 
6.7083 	0.6496 
6.7292 	0.6496 
6.7500 	0.7306 
6.7708 	0.7045 
6.7917 	0.6982 
6.8125 	0.6964 
6.8333 	0.6945 
6.8542 	0.6926 
6.8750 	0.6876 
6.8958 	0.6833 
6.9167 	0.6770 
6.9375 	0.6702 
6.9583 	0.6633 
6.9792 	0.6658 
7.0000 	0.6521 
7.0208 	0.6614 
7.0417 	0.6589 
7.0625 	0.6596 
7.0833 	0.7275 
7.1042 	0.6988 
7.1250 	0.6932 
7.1458 	0.6914 
7.1667 	0.6895 

